labno,unitno,serialno,regno,custid,cust_name,modelid,makeid,make,compartid,compart,compartsn,oiltypeid,oilgradeid,coolantid,notesos,label,last_interpret_date,sampledate,processdate,oiladded,oilhours,actual_fluid_hours,meterread,oilchanged,filterchanged,evalcode,Job Site,Sampled Site,dateReported,Confirmed,Problem Solved,Action Taken,jobno,Customer Groups,Market Status,Report Logo,Region,cmu,interpreter,EC,pH,Prec,Soln,NO2,NO3,Cl-,GLY,SO4,Odour,SolInt,SolCol,SolApp,SolCon,PptAmt,PptCol,PptMag,PptApp,OdrOdr,SolFoam,SolOil,SolFuel,S,Cu,Fe,Cr,Pb,Al,Si,Sn,Ni,Na,K,Mo,Ca,Mg,P,Zn,V40,V100,F,WAT,UST,UOXI,USUL,UNIT,PQ,DEP,TAN,Ti,Sb,V,B,Ag,Mn,Cd,Ba,Be,Bi,Li,TH,ISO,PC4,PC6,PC10,PC14,PC50,S_%,GLO,As,Co,In,Ga,Frp,La,Lu,APP,RI,Sc,Se,W,COL,Y,API,FP,TBN,VI,TDS
10204701318,213085,ARN213-085,,0,,Unknown,,ZF,07593C4,Hub Axle 1 Right,,SAE,SAE 80W90,,"Chromium level abnormal. All other wear levels appear satisfactory for first sample. Silicon level (dirt/sealant material) satisfactory. Water content acceptable. Viscosity low for specified oil grade.Action: Advise inspect filter/strainer for abnormal wear metal (if applicable). Resample at a reduced service interval to monitor and establish wear trend. Note: Oil type stated as, 0-226 80w90.",,2020-01-17 00:00:00,2020-01-07 00:00:00,2020-01-13 00:00:00,,644,,,Not Changed,Not Changed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,164,6,1,1,3,3,1,19,1,0.99,119,2,771,97,103,,,99.9,,6.4,,,140,,,,,,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10204828955,213086,ARN213-086,,0,,Unknown,,MTU,07E7B74,Engine,,Nycolube 294,SAE 5W30,,Lack of information regarding time on oil limits accuracy of diagnosis. All wear rates normal. Infra-red analysis indicates oxidation/sulphation elevated. Other contaminant levels acceptable. Viscosity within specified operating range.Action: Check for excessive blow-by or incorrect operating temperature. Resample at a reduced service interval to further monitor. ,,2020-10-09 00:00:00,2020-09-23 00:00:00,2020-10-07 00:00:00,,,,,Not Changed,Not Changed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,13,1,5,0.99,6,1,0.99,4,2,13,3064,8,1113,1115,,10.6,1,99.9,43.9,62.1,61.9,,9.9,,,,,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.8,,
10204880045,213085,ARN213-085,,537756,POC Andrew Gorine,Unknown,,ZF,07593DF,Hub Axle 3 Left,,SAE,SAE 80W90,,"Bearing/bushing and shaft/gear wear indicated. Heavy concentration of water present. Other contaminant levels acceptable. Viscosity low for specified oil grade.Action: Check all water access points (breathers/seals). Check for any abnormal vibrations and/or noise. Advise inspect filter/strainer/magnetic plug for abnormal wear metal (if applicable). As oil already changed and if visible metal/debris was acceptable, resample at a reduced service interval to further monitor. ",,2021-02-01 00:00:00,2021-01-21 00:00:00,2021-01-29 00:00:00,0,8233,,,Changed,Not Changed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1865,31,1,6,18,13,15,25,1,0.99,139,8,902,154,100,,,900,,7.2,,,459,,,,,,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10204880040,213085,ARN213-085,,537756,POC Andrew Gorine,Unknown,,ZF,075952A,Hub Axle 2 Right,,SAE,SAE 80W90,,"Bearing/bushing and shaft/gear wear indicated. Heavy concentration of water present. Other contaminant levels acceptable. Viscosity low for specified oil grade.Action: Check all water access points (breathers/seals). Check for any abnormal vibrations and/or noise. Advise inspect filter/strainer/magnetic plug for abnormal wear metal (if applicable). As oil already changed and if visible metal/debris was acceptable, resample at a reduced service interval to further monitor. ",,2021-02-01 00:00:00,2021-01-21 00:00:00,2021-01-29 00:00:00,0,8233,,,Changed,Not Changed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1908,34,1,5,20,14,15,26,1,0.99,136,11,895,154,107,,,1000,,7.4,,,449,,,,,,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10204676097,213083,ARN213-083,,0,,Unknown,,ZF,079CBE5,Hub Axle 4 Left,,See Comments,-,,"Lack of information regarding time on oil limits accuracy of diagnosis. Chromium level elevated. All other wear levels within limits. Abrasive and other contaminant levels are acceptable. Please check recorded viscosity against requirements.Action: Advise inspect filter/strainer for abnormal wear metal (if applicable). Resample at a reduced service interval to further monitor. Note: Fluid type stated as, 0-226. Please provide sample of new product and TDS for reference purposes. ",,2019-11-15 00:00:00,2019-11-01 00:00:00,2019-11-13 00:00:00,,,,,Not Changed,Not Changed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,154,5,1,1,2,4,1,27,4,0.99,129,1,832,126,96,,,99.9,,5.7,,,63,,,,,,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10204676113,213083,ARN213-083,,0,,Unknown,,ZF,079CBE5,Hub Axle 4 Left,,See Comments,-,,"Lack of information regarding time on oil limits accuracy of diagnosis. Chromium level elevated. All other wear levels within limits. Abrasive and other contaminant levels are acceptable. Please check recorded viscosity against requirements.Action: Advise inspect filter/strainer for abnormal wear metal (if applicable). Resample at a reduced service interval to further monitor. Note: Fluid type stated as, 0-226. Please provide sample of new product and TDS for reference purposes. ",,2019-11-15 00:00:00,2019-11-02 00:00:00,2019-11-13 00:00:00,,,,,Not Changed,Not Changed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,152,5,0.99,1,2,3,1,27,2,0.99,129,1,826,124,91,,,99.9,,5.7,,,72,,,,,,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10204705021,213084,ARN213-084,,0,,Unknown,,,07BA350,Transmission,,Transynd ATF,-,,Lack of information regarding time on oil limits accuracy of diagnosis. All wear levels appear within acceptable limits for first sample. Silicon level (dirt/sealant material) satisfactory. Water content acceptable. Viscosity within specified operating range.Action: Resample at next recommended interval to monitor and establish wear trend. ,,2020-01-22 00:00:00,2020-01-13 00:00:00,2020-01-20 00:00:00,,,,,Not Changed,Not Changed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,8,0.99,7,1,2,0.99,0.99,3,1,0.99,30,0.99,219,3,38,,,99.9,,63,,,9.9,,,,,,103,,,,,,,,,22/18/12,22,18,,12,,,,,,,,,,,,,,,,,,,,,,
10204701320,213085,ARN213-085,,0,,Unknown,,ZF,075952A,Hub Axle 2 Right,,SAE,SAE 80W90,,"Chromium level abnormal. All other wear levels appear satisfactory for first sample. Silicon level (dirt/sealant material) satisfactory. Heavy concentration of water present. Viscosity low for specified oil grade.Action: Check all water access points (breathers/seals). Advise inspect filter/strainer for abnormal wear metal (if applicable). Resample at a reduced service interval to monitor and establish wear trend. Note: Oil type stated as, 0-226 80w90.",,2020-01-17 00:00:00,2020-01-07 00:00:00,2020-01-13 00:00:00,,644,,,Not Changed,Not Changed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,452,11,1,3,5,5,4,20,0.99,0.99,114,2,816,104,102,,,900,,6.4,,,250,,,,,,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10204751627,213083,ARN213-083,,537756,POC Andrew Gorine,Unknown,,,07B6F02,Transmission,,Transynd ATF,-,,All wear rates normal. Abrasive and other contaminant levels are acceptable. Viscosity within specified operating range.Action: Resample next recommended service interval to further monitor. ,,2020-05-04 00:00:00,2020-04-27 00:00:00,2020-05-04 00:00:00,0,6313,,,Not Changed,Not Changed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,36,0.99,23,6,7,1,1,4,0.99,1,33,1,233,5,38,,,99.9,,69.6,,,13,,,,,,102,,,,,,,,,23/22/15,23,22,,15,,,,,,,,,,,,,,,,,,,,,,
10204701455,213083,ARN213-083,,0,,Unknown,,MTU,079CBD6,Engine,,SAE,SAE 5W30,,"All wear levels appear within acceptable limits for first sample. Silicon level (dirt/sealant material) satisfactory. Water content acceptable. Fuel dilution satisfactory. Infra-red analysis indicates oxidation/sulphation elevated. Please check recorded viscosity against requirements.Action: Check for excessive blow-by or incorrect operating temperature. Resample at a reduced service interval to monitor and establish wear trend. Note: Fluid type stated as, Nycolube 294 SAE 5W30. Please provide sample of new product and TDS for reference purposes. ",,2020-01-16 00:00:00,2020-01-07 00:00:00,2020-01-13 00:00:00,,1498,,,Not Changed,Not Changed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,17,1,3,3,7,2,0.99,3,5,10,3018,10,1059,1031,,9.5,1,99.9,63.1,62.8,56.7,,9.9,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.3,,
10204676105,213083,ARN213-083,,0,,Unknown,,ZF,079CBE5,Hub Axle 4 Left,,See Comments,-,,"Lack of information regarding time on oil limits accuracy of diagnosis. Chromium level elevated. All other wear levels appear satisfactory for first sample. Silicon level (dirt/sealant material) satisfactory. Water content acceptable. Please check recorded viscosity against requirements.Action: Advise inspect filter/strainer for abnormal wear metal (if applicable). Resample at next recommended interval to monitor and establish wear trend. Note: Fluid type stated as, 0-226. Please provide sample of new product and TDS for reference purposes. ",,2019-11-15 00:00:00,2019-10-31 00:00:00,2019-11-13 00:00:00,,,,,Not Changed,Not Changed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,146,5,0.99,1,2,3,0.99,27,5,0.99,126,1,811,122,96,,,99.9,,5.7,,,56,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10003667794,213091,ARN213-091,,0,,Unknown,,MTU,07E7C48,Engine,,See Comments,-,,"All wear rates normal. Abrasive and other contaminant levels are acceptable. Please check recorded viscosity against requirements.Action: Resample next recommended service interval to further monitor. Note: Oil type stated as, Ncolube 294 0w30. ",,2021-05-10 00:00:00,2021-04-15 00:00:00,2021-05-07 00:00:00,0,1967,,,Not Changed,Not Changed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,39,1,9,5,7,2,1,6,3,9,3183,10,1206,1168,,10.2,1,99.9,63.1,58.4,58.1,,9.9,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1,,
10204676104,213083,ARN213-083,,0,,Unknown,,ZF,079CBE3,Hub Axle 3 Left,,See Comments,-,,"Lack of information regarding time on oil limits accuracy of diagnosis. Bearing/bushing and shaft/gear wear indicated. Silicon level (dirt/sealant material) satisfactory. Water content acceptable. Please check recorded viscosity against requirements.Action: Check for any abnormal vibrations and/or noise. Advise inspect filter/strainer/magnetic plug for abnormal wear metal (if applicable). Resample at a reduced service interval to monitor and establish wear trend.  Note: Fluid type stated as, 0-226. Please provide sample of new product and TDS for reference purposes. ",,2019-11-15 00:00:00,2019-10-31 00:00:00,2019-11-13 00:00:00,,,,,Not Changed,Not Changed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,579,13,1,3,4,9,5,22,2,0.99,105,3,835,110,104,,,99.9,,5.9,,,345,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10204701321,213085,ARN213-085,,0,,Unknown,,ZF,07593DF,Hub Axle 3 Left,,SAE,SAE 80W90,,"Chromium level abnormal. All other wear levels appear satisfactory for first sample. Silicon level (dirt/sealant material) satisfactory. Water content acceptable. Viscosity low for specified oil grade.Action: Advise inspect filter/strainer for abnormal wear metal (if applicable). Resample at a reduced service interval to monitor and establish wear trend. Note: Oil type stated as, 0-226 80w90.",,2020-01-17 00:00:00,2020-01-07 00:00:00,2020-01-13 00:00:00,,644,,,Not Changed,Not Changed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,375,10,1,3,4,5,3,21,0.99,0.99,126,2,828,117,106,,,99.9,,6.2,,,268,,,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10204676110,213083,ARN213-083,,0,,Unknown,,ZF,079CBE6,Hub Axle 1 Left,,See Comments,-,,"Lack of information regarding time on oil limits accuracy of diagnosis. Chromium level abnormal. All other wear levels within limits. Heavy concentration of water present. Other contaminant levels acceptable. Please check recorded viscosity against requirements.Action: Advise inspect filter/strainer for abnormal wear metal (if applicable). Check all water access points (breathers/seals). Resample at a reduced service interval to further monitor. Note: Fluid type stated as, Fluid: 0-226. Please provide sample of new product and TDS for reference purposes. ",,2019-11-18 00:00:00,2019-11-02 00:00:00,2019-11-13 00:00:00,,,,,Not Changed,Not Changed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,485,12,0.99,2,4,7,4,23,0.99,0.99,111,3,826,110,99,,,500,,5.5,,,245,,,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10204676112,213083,ARN213-083,,0,,Unknown,,ZF,079CBE3,Hub Axle 3 Left,,See Comments,-,,"Lack of information regarding time on oil limits accuracy of diagnosis. Bearing/bushing and shaft/gear wear indicated. Heavy concentration of water present. Other contaminant levels acceptable. Please check recorded viscosity against requirements.Action: Check for any abnormal vibrations and/or noise. Advise inspect filter/strainer/magnetic plug for abnormal wear metal (if applicable). Check all water access points (breathers/seals). Resample at a reduced service interval to further monitor. Note: Fluid type stated as, Fluid: 0-226. Please provide sample of new product and TDS for reference purposes. ",,2019-11-18 00:00:00,2019-11-02 00:00:00,2019-11-13 00:00:00,,,,,Not Changed,Not Changed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,608,14,1,4,7,9,5,22,2,0.99,103,3,811,108,110,,,500,,5.9,,,435,,,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10204676117,213083,ARN213-083,,0,,Unknown,,ZF,079CBE0,Hub Axle 4 Right,,See Comments,-,,"Lack of information regarding time on oil limits accuracy of diagnosis. Chromium level abnormal. All other wear levels within limits. Heavy concentration of water present. Other contaminant levels acceptable. Viscosity within specified operating range.Action: Advise inspect filter/strainer for abnormal wear metal (if applicable). Check all water access points (breathers/seals). Resample at a reduced service interval to further monitor. Note: Fluid type stated as, 0-226. Please provide sample of new product and TDS for reference purposes. ",,2019-11-15 00:00:00,2019-11-02 00:00:00,2019-11-13 00:00:00,,,,,Not Changed,Not Changed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,494,11,1,3,5,6,4,21,0.99,0.99,107,2,814,106,104,,,700,,5.8,,,257,,,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10204676101,213083,ARN213-083,,0,,Unknown,,ZF,079CBE0,Hub Axle 4 Right,,See Comments,-,,"Lack of information regarding time on oil limits accuracy of diagnosis. Chromium level abnormal. All other wear levels within limits. Heavy concentration of water present. Other contaminant levels acceptable. Please check recorded viscosity against requirements.Action: Advise inspect filter/strainer for abnormal wear metal (if applicable). Check all water access points (breathers/seals). Resample at a reduced service interval to further monitor. Note: Fluid type stated as, Fluid: 0-226. Please provide sample of new product and TDS for reference purposes. ",,2019-11-18 00:00:00,2019-11-01 00:00:00,2019-11-13 00:00:00,,,,,Not Changed,Not Changed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,462,10,0.99,2,3,6,3,21,1,0.99,106,2,813,105,100,,,500,,5.7,,,222,,,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10204676102,213083,ARN213-083,,0,,Unknown,,ZF,079CBE6,Hub Axle 1 Left,,See Comments,-,,"Lack of information regarding time on oil limits accuracy of diagnosis. Nickel level elevated. Chromium level abnormal. All other wear levels appear satisfactory for first sample. Silicon level (dirt/sealant material) satisfactory. Water content acceptable. Please check recorded viscosity against requirements.Action: Advise inspect filter/strainer for abnormal wear metal (if applicable). Resample at a reduced service interval to monitor and establish wear trend.  Note: Fluid type stated as, 0-226. Please provide sample of new product and TDS for reference purposes. ",,2019-11-15 00:00:00,2019-10-31 00:00:00,2019-11-13 00:00:00,,,,,Not Changed,Not Changed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,473,12,1,2,4,7,5,23,4,0.99,110,3,830,109,100,,,99.9,,5.5,,,216,,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10204676096,213083,ARN213-083,,0,,Unknown,,ZF,079CBE3,Hub Axle 3 Left,,See Comments,-,,"Lack of information regarding time on oil limits accuracy of diagnosis. Bearing/bushing and shaft/gear wear indicated. Abrasive and other contaminant levels are acceptable. Please check recorded viscosity against requirements.Action: Check for any abnormal vibrations and/or noise. Advise inspect filter/strainer/magnetic plug for abnormal wear metal (if applicable). Resample at a reduced service interval to further monitor. Note: Fluid type stated as, 0-226. Please provide sample of new product and TDS for reference purposes. ",,2019-11-15 00:00:00,2019-11-01 00:00:00,2019-11-13 00:00:00,,,,,Not Changed,Not Changed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,580,13,1,4,6,8,5,21,0.99,0.99,102,3,813,108,104,,,99.9,,5.9,,,323,,,,,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10003667241,213086,ARN213-086,,0,,Unknown,,MTU,07E7B74,Engine,,Nycolube 294,SAE 5W30,,"High Copper level in isolation is probably a result of leaching of oil cooler core/oil additive reaction and does not indicate wear. All other wear levels within limits. Abrasive and other contaminant levels are acceptable. Infra-red analysis indicates oxidation/sulphation elevated. Viscosity within specified operating range.Action: Check for air intake restriction, faulty injectors/fuel pump/turbocharger, overload, excessive blow-by. Resample at a reduced service interval to further monitor. ",,2021-05-07 00:00:00,2021-04-15 00:00:00,2021-05-06 00:00:00,,1328,,,Not Changed,Not Changed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,30,1,9,5,9,1,1,6,4,13,3453,10,1158,1260,,10,1,99.9,43.9,62.2,61.3,,9.9,,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.9,,
10204676098,213083,ARN213-083,,0,,Unknown,,ZF,079CBDD,Hub Axle 1 Right,,See Comments,-,,"Lack of information regarding time on oil limits accuracy of diagnosis. Bearing/bushing and shaft/gear wear indicated. Heavy concentration of water present. Other contaminant levels acceptable. Please check recorded viscosity against requirements.Action: Check for any abnormal vibrations and/or noise. Advise inspect filter/strainer/magnetic plug for abnormal wear metal (if applicable). Check all water access points (breathers/seals). Resample at a reduced service interval to further monitor. Note: Fluid type stated as, 0-226. Please provide sample of new product and TDS for reference purposes. ",,2019-11-15 00:00:00,2019-11-01 00:00:00,2019-11-13 00:00:00,,,,,Not Changed,Not Changed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,566,13,0.99,4,5,8,5,21,0.99,0.99,99,3,824,105,105,,,500,,5.5,,,235,,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10204676109,213083,ARN213-083,,0,,Unknown,,ZF,079CBE0,Hub Axle 4 Right,,See Comments,-,,"Lack of information regarding time on oil limits accuracy of diagnosis. Chromium level abnormal. All other wear levels appear satisfactory for first sample. Silicon level (dirt/sealant material) satisfactory. Water content acceptable. Please check recorded viscosity against requirements.Action: Advise inspect filter/strainer for abnormal wear metal (if applicable). Resample at a reduced service interval to monitor and establish wear trend.  Note: Fluid type stated as, 0-226. Please provide sample of new product and TDS for reference purposes. ",,2019-11-15 00:00:00,2019-10-31 00:00:00,2019-11-13 00:00:00,,,,,Not Changed,Not Changed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,427,9,0.99,2,3,6,3,20,0.99,0.99,102,2,795,101,94,,,99.9,,5.7,,,244,,,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10204880042,213085,ARN213-085,,537756,POC Andrew Gorine,Unknown,,ZF,075947F,Hub Axle 4 Right,,SAE,SAE 80W90,,"Bearing/bushing and shaft/gear wear indicated. Abrasive and other contaminant levels are acceptable. Viscosity low for specified oil grade.Action: Check for any abnormal vibrations and/or noise. Advise inspect filter/strainer/magnetic plug for abnormal wear metal (if applicable). As oil already changed and if visible metal/debris was acceptable, resample at a reduced service interval to further monitor. ",,2021-02-01 00:00:00,2021-01-21 00:00:00,2021-01-29 00:00:00,0,8233,,,Changed,Not Changed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1306,21,0.99,4,12,9,10,5,1,0.99,116,5,875,148,99,,,99.9,,7.9,,,288,,,,,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10204879708,213085,ARN213-085,,537756,POC Andrew Gorine,Unknown,,ZF,075940F,Hub Axle 1 Left,,SAE,SAE 80W90,,"Bearing/bushing and shaft/gear wear indicated. Abrasive and other contaminant levels are acceptable. Viscosity low for specified oil grade.Action: Check for any abnormal vibrations and/or noise. Advise inspect filter/strainer/magnetic plug for abnormal wear metal (if applicable). As oil already changed and if visible metal/debris was acceptable, resample at a reduced service interval to further monitor. ",,2021-02-01 00:00:00,2021-01-21 00:00:00,2021-01-29 00:00:00,0,8233,,,Changed,Not Changed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,1594,27,1,3,15,13,11,23,2,1,135,6,892,138,100,,,100,,7,,,341,,,,,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10204751631,213085,ARN213-085,,537756,POC Andrew Gorine,Unknown,,ZF,075947F,Hub Axle 4 Right,,SAE,SAE 80W90,,Bearing/bushing and shaft/gear wear indicated. PQ Index number (ferrous material) abnormally high. Other contaminant levels acceptable. Viscosity low for specified oil grade.Action: Check for any abnormal vibrations and/or noise. Advise inspect filter/strainer/magnetic plug for abnormal wear metal (if applicable). Resample at a reduced service interval to further monitor. ,,2020-05-04 00:00:00,2020-04-15 00:00:00,2020-05-04 00:00:00,0,6033,,,Not Changed,Not Changed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,922,15,1,2,8,7,7,17,1,0.99,113,3,844,132,97,,,99.9,,7.4,,,1955,,,,,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10204880041,213085,ARN213-085,,537756,POC Andrew Gorine,Unknown,,ZF,07593C4,Hub Axle 1 Right,,SAE,SAE 80W90,,"Bearing/bushing and shaft/gear wear indicated. Heavy concentration of water present. Other contaminant levels acceptable. Viscosity low for specified oil grade.Action: Check all water access points (breathers/seals). Check for any abnormal vibrations and/or noise. Advise inspect filter/strainer/magnetic plug for abnormal wear metal (if applicable). As oil already changed and if visible metal/debris was acceptable, resample at a reduced service interval to further monitor. ",,2021-02-01 00:00:00,2021-01-21 00:00:00,2021-01-29 00:00:00,0,8233,,,Changed,Not Changed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,753,14,0.99,3,9,6,6,24,1,0.99,112,4,875,130,104,,,1000,,6.7,,,260,,,,,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10204676094,213083,ARN213-083,,0,,Unknown,,ZF,079CBE6,Hub Axle 1 Left,,See Comments,-,,"Lack of information regarding time on oil limits accuracy of diagnosis. Chromium level abnormal. All other wear levels within limits. Abrasive and other contaminant levels are acceptable. Please check recorded viscosity against requirements.Action: Advise inspect filter/strainer for abnormal wear metal (if applicable). Resample at a reduced service interval to further monitor. Note: Fluid type stated as, Fluid: 0-226. Please provide sample of new product and TDS for reference purposes. ",,2019-11-15 00:00:00,2019-11-01 00:00:00,2019-11-13 00:00:00,,,,,Not Changed,Not Changed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,465,11,1,2,4,7,4,22,1,0.99,108,3,801,108,101,,,99.9,,5.5,,,197,,,,,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10204751636,213085,ARN213-085,,537756,POC Andrew Gorine,Unknown,,ZF,07593DF,Hub Axle 3 Left,,SAE,SAE 80W90,,Bearing/bushing and shaft/gear wear indicated. PQ Index number (ferrous material) higher than typical. Other contaminant levels acceptable. Viscosity low for specified oil grade.Action: Check for any abnormal vibrations and/or noise. Advise inspect filter/strainer/magnetic plug for abnormal wear metal (if applicable). Resample at a reduced service interval to further monitor. ,,2020-05-04 00:00:00,2020-04-15 00:00:00,2020-05-04 00:00:00,0,6033,,,Not Changed,Not Changed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1442,24,1,5,12,12,12,21,1,1,132,5,869,144,100,,,99.9,,7.2,,,638,,,,,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10204676106,213083,ARN213-083,,0,,Unknown,,ZF,079CBDD,Hub Axle 1 Right,,See Comments,-,,"Lack of information regarding time on oil limits accuracy of diagnosis. Bearing/bushing and shaft/gear wear indicated. Silicon level (dirt/sealant material) satisfactory. Trace water present. Please check recorded viscosity against requirements.Action: Check for any abnormal vibrations and/or noise. Advise inspect filter/strainer/magnetic plug for abnormal wear metal (if applicable). Check all water access points (breathers/seals). Resample at a reduced service interval to monitor and establish wear trend.  Note: Fluid type stated as, Fluid: 0-226. Please provide sample of new product and TDS for reference purposes. ",,2019-11-18 00:00:00,2019-10-31 00:00:00,2019-11-13 00:00:00,,,,,Not Changed,Not Changed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,543,12,0.99,3,4,8,5,21,0.99,0.99,97,3,819,103,96,,,300,,5.5,,,208,,,,,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10204676100,213083,ARN213-083,,0,,Unknown,,ZF,079CBE7,Hub Axle 3 Right,,See Comments,-,,"Lack of information regarding time on oil limits accuracy of diagnosis. Bearing/bushing and shaft/gear wear indicated. Abrasive and other contaminant levels are acceptable. Please check recorded viscosity against requirements.Action: Check for any abnormal vibrations and/or noise. Advise inspect filter/strainer for abnormal wear metal (if applicable). Resample at a reduced service interval to further monitor. Note: Fluid type stated as, 0-226. Please provide sample of new product and TDS for reference purposes. ",,2019-11-15 00:00:00,2019-11-01 00:00:00,2019-11-13 00:00:00,,,,,Not Changed,Not Changed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,593,13,1,3,3,8,5,20,4,0.99,95,2,798,101,104,,,99.9,,5.8,,,222,,,,,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10204676116,213083,ARN213-083,,0,,Unknown,,ZF,079CBE7,Hub Axle 3 Right,,See Comments,-,,"Lack of information regarding time on oil limits accuracy of diagnosis. Bearing/bushing and shaft/gear wear indicated. Heavy concentration of water present. Other contaminant levels acceptable. Please check recorded viscosity against requirements.Action: Check for any abnormal vibrations and/or noise. Advise inspect filter/strainer/magnetic plug for abnormal wear metal (if applicable). Check all water access points (breathers/seals). Resample at a reduced service interval to further monitor. Note: Fluid type stated as, 0-226. Please provide sample of new product and TDS for reference purposes. ",,2019-11-15 00:00:00,2019-11-02 00:00:00,2019-11-13 00:00:00,,,,,Not Changed,Not Changed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,633,13,1,3,4,8,6,21,2,0.99,94,2,791,101,109,,,700,,5.7,,,271,,,,,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
